State,District,Subdistt,T,Town.Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
10,226,1363,"10,226,1363",0,0,0,SUB-DISTRICT,Tetiha Bambor,Rural,15175,76303,40697,35606,13497,6983,6514,10799,5625,5174,665,330,335,43378,26439,16939,32925,14258,18667,29503,19715,9788,12312,9774,2538,3523,3085,438,6573,4895,1678,232,150,82,1984,1644,340,17191,9941,7250,2575,1542,1033,13230,7782,5448,412,125,287,974,492,482,13876,8784,5092,1682,1216,466,11015,7018,3997,329,103,226,850,447,403,3315,1157,2158,893,326,567,2215,764,1451,83,22,61,124,45,79,46800,20982,25818
10,203,1030,"10,203,1030",0,0,0,SUB-DISTRICT,Nautan,Rural,44667,233575,123031,110544,46826,24331,22495,31209,16449,14760,1675,893,782,100877,63156,37721,132698,59875,72823,77881,56774,21107,33467,28345,5122,7237,6529,708,18057,14848,3209,925,630,295,7248,6338,910,44414,28429,15985,3970,2630,1340,34991,22454,12537,1527,582,945,3926,2763,1163,38092,25355,12737,3461,2352,1109,30214,20181,10033,1143,483,660,3274,2339,935,6322,3074,3248,509,278,231,4777,2273,2504,384,99,285,652,424,228,155694,66257,89437
10,225,1345,"10,225,1345",0,0,0,SUB-DISTRICT,Shambhuganj,Rural,32616,173974,92351,81623,31311,16321,14990,22580,11961,10619,205,106,99,92550,55152,37398,81424,37199,44225,59841,41773,18068,21297,17028,4269,5094,4498,596,10564,8180,2384,693,416,277,4946,3934,1012,38544,24745,13799,5558,3910,1648,27878,17800,10078,1299,610,689,3809,2425,1384,29897,20302,9595,4229,3217,1012,22085,14856,7229,789,425,364,2794,1804,990,8647,4443,4204,1329,693,636,5793,2944,2849,510,185,325,1015,621,394,114133,50578,63555
10,225,1346,"10,225,1346",0,0,0,SUB-DISTRICT,Amarpur,Rural,38085,201351,105705,95646,37791,19426,18365,26845,13983,12862,527,269,258,102901,60406,42495,98450,45299,53151,66990,49123,17867,44130,36371,7759,9226,8321,905,25511,20348,5163,1034,743,291,8359,6959,1400,22860,12752,10108,3280,1965,1315,16341,9076,7265,991,355,636,2248,1356,892,18097,10686,7411,2664,1614,1050,13002,7781,5221,729,253,476,1702,1038,664,4763,2066,2697,616,351,265,3339,1295,2044,262,102,160,546,318,228,134361,56582,77779
10,225,1347,"10,225,1347",0,0,0,SUB-DISTRICT,Rajaun,Rural,38409,197601,103596,94005,36823,18904,17919,36649,19153,17496,55,31,24,100216,59907,40309,97385,43689,53696,74923,49154,25769,28226,23462,4764,8862,7784,1078,14426,11718,2708,596,422,174,4342,3538,804,46697,25692,21005,5807,3457,2350,36370,19809,16561,1435,521,914,3085,1905,1180,32595,20159,12436,4297,2740,1557,25161,15497,9664,979,439,540,2158,1483,675,14102,5533,8569,1510,717,793,11209,4312,6897,456,82,374,927,422,505,122678,54442,68236
10,225,1348,"10,225,1348",0,0,0,SUB-DISTRICT,Dhuraiya,Rural,43274,239762,125586,114176,46248,23806,22442,22638,11896,10742,1667,860,807,112545,68813,43732,127217,56773,70444,97808,61735,36073,45557,33590,11967,11316,9401,1915,25486,17993,7493,1324,817,507,7431,5379,2052,52251,28145,24106,7543,4325,3218,38906,20791,18115,1592,623,969,4210,2406,1804,38960,22068,16892,5746,3490,2256,28613,16133,12480,1202,485,717,3399,1960,1439,13291,6077,7214,1797,835,962,10293,4658,5635,390,138,252,811,446,365,141954,63851,78103
10,225,1349,"10,225,1349",0,0,0,SUB-DISTRICT,Barahat,Rural,28940,149188,77845,71343,27528,14229,13299,14766,7627,7139,298,155,143,72959,43759,29200,76229,34086,42143,50040,36889,13151,29304,25115,4189,8931,7760,1171,13032,10935,2097,586,436,150,6755,5984,771,20736,11774,8962,2770,1652,1118,15798,8470,7328,286,166,120,1882,1486,396,16402,9909,6493,2344,1426,918,12571,7340,5231,205,119,86,1282,1024,258,4334,1865,2469,426,226,200,3227,1130,2097,81,47,34,600,462,138,99148,40956,58192
10,225,1350,"10,225,1350",0,0,0,SUB-DISTRICT,Banka,Rural,32014,171324,89334,81990,32115,16508,15607,21033,10970,10063,6856,3439,3417,79717,49386,30331,91607,39948,51659,69507,44165,25342,38706,30427,8279,16359,12927,3432,17890,13808,4082,581,462,119,3876,3230,646,30801,13738,17063,5946,2661,3285,22278,9724,12554,854,328,526,1723,1025,698,25120,11834,13286,5048,2306,2742,18007,8310,9697,630,292,338,1435,926,509,5681,1904,3777,898,355,543,4271,1414,2857,224,36,188,288,99,189,101817,45169,56648
10,225,1351,"10,225,1351",0,0,0,SUB-DISTRICT,Phulidumar,Rural,23632,125251,66115,59136,22930,11801,11129,18542,9798,8744,6201,3254,2947,57450,35734,21716,67801,30381,37420,49507,32655,16852,18299,14176,4123,4412,3536,876,9502,7463,2039,707,399,308,3678,2778,900,31208,18479,12729,4447,2649,1798,22689,13687,9002,1642,794,848,2430,1349,1081,22153,13899,8254,3052,2007,1045,16119,10285,5834,892,474,418,2090,1133,957,9055,4580,4475,1395,642,753,6570,3402,3168,750,320,430,340,216,124,75744,33460,42284
10,225,1352,"10,225,1352",0,0,0,SUB-DISTRICT,Belhar,Rural,31625,167719,87838,79881,29658,15280,14378,21562,11229,10333,13447,6792,6655,83050,51317,31733,84669,36521,48148,67300,43522,23778,31574,24541,7033,8484,7272,1212,15033,11619,3414,1252,812,440,6805,4838,1967,35726,18981,16745,6489,3158,3331,22119,12705,9414,2323,685,1638,4795,2433,2362,29006,15987,13019,5753,2782,2971,17302,10584,6718,1814,469,1345,4137,2152,1985,6720,2994,3726,736,376,360,4817,2121,2696,509,216,293,658,281,377,100419,44316,56103
10,225,1353,"10,225,1353",0,0,0,SUB-DISTRICT,Chanan,Rural,30372,165634,86251,79383,31666,16099,15567,21506,11097,10409,16070,8170,7900,62752,41682,21070,102882,44569,58313,63945,43487,20458,31888,24750,7138,10886,9123,1763,13449,9739,3710,1463,804,659,6090,5084,1006,32057,18737,13320,8370,4863,3507,18399,10933,7466,1664,544,1120,3624,2397,1227,23984,14202,9782,6791,4035,2756,13526,7996,5530,1050,317,733,2617,1854,763,8073,4535,3538,1579,828,751,4873,2937,1936,614,227,387,1007,543,464,101689,42764,58925
10,225,1354,"10,225,1354",0,0,0,SUB-DISTRICT,Katoria,Rural,33190,186646,98119,88527,35047,17993,17054,18317,9621,8696,23790,12153,11637,69987,46048,23939,116659,52071,64588,80023,50337,29686,35922,25203,10719,11840,8697,3143,16908,11569,5339,1615,948,667,5559,3989,1570,44101,25134,18967,9840,5797,4043,27999,16217,11782,1450,735,715,4812,2385,2427,35197,20419,14778,8237,4996,3241,22136,13040,9096,1149,635,514,3675,1748,1927,8904,4715,4189,1603,801,802,5863,3177,2686,301,100,201,1137,637,500,106623,47782,58841
10,225,1355,"10,225,1355",0,0,0,SUB-DISTRICT,Bausi,Rural,35840,185000,96357,88643,32624,16733,15891,15795,8286,7509,21094,10562,10532,87794,53728,34066,97206,42629,54577,71531,47850,23681,33602,26524,7078,9778,8383,1395,17163,12611,4552,1212,864,348,5449,4666,783,37929,21326,16603,5338,3169,2169,28027,14902,13125,1216,685,531,3348,2570,778,31007,18512,12495,4414,2753,1661,22941,13100,9841,994,617,377,2658,2042,616,6922,2814,4108,924,416,508,5086,1802,3284,222,68,154,690,528,162,113469,48507,64962
10,224,1329,"10,224,1329",0,0,0,SUB-DISTRICT,Narayanpur,Rural,19680,106701,57127,49574,20249,10477,9772,6373,3385,2988,2,2,0,51835,31921,19914,54866,25206,29660,32636,25378,7258,18674,16054,2620,5377,4931,446,8497,6999,1498,547,401,146,4253,3723,530,13962,9324,4638,1819,1460,359,9159,5678,3481,464,289,175,2520,1897,623,11531,8066,3465,1648,1361,287,7236,4752,2484,374,236,138,2273,1717,556,2431,1258,1173,171,99,72,1923,926,997,90,53,37,247,180,67,74065,31749,42316
10,224,1330,"10,224,1330",0,0,0,SUB-DISTRICT,Bihpur,Rural,23503,123386,65664,57722,22245,11331,10914,11082,5886,5196,109,53,56,60944,36506,24438,62442,29158,33284,34620,29518,5102,20190,18019,2171,5404,5118,286,8374,7482,892,600,489,111,5812,4930,882,14430,11499,2931,1056,923,133,8932,7011,1921,458,277,181,3984,3288,696,12525,10150,2375,967,859,108,7598,6106,1492,367,236,131,3593,2949,644,1905,1349,556,89,64,25,1334,905,429,91,41,50,391,339,52,88766,36146,52620
10,224,1331,"10,224,1331",0,0,0,SUB-DISTRICT,Kharik,Rural,25629,132898,70873,62025,25586,13302,12284,10862,5777,5085,1,0,1,62411,38080,24331,70487,32793,37694,42473,32089,10384,19405,16863,2542,3967,3658,309,10085,8936,1149,1406,1019,387,3947,3250,697,23068,15226,7842,1126,861,265,18830,12724,6106,992,401,591,2120,1240,880,18729,13387,5342,949,752,197,15601,11347,4254,656,315,341,1523,973,550,4339,1839,2500,177,109,68,3229,1377,1852,336,86,250,597,267,330,90425,38784,51641
10,224,1332,"10,224,1332",0,0,0,SUB-DISTRICT,Naugachhia,Rural,18970,105359,55994,49365,19498,10108,9390,6658,3580,3078,31,19,12,52884,31810,21074,52475,24184,28291,34188,25276,8912,21422,16720,4702,6081,5292,789,9951,7573,2378,836,519,317,4554,3336,1218,12766,8556,4210,1321,902,419,7974,5379,2595,478,276,202,2993,1999,994,10788,7494,3294,1112,785,327,6798,4771,2027,369,224,145,2509,1714,795,1978,1062,916,209,117,92,1176,608,568,109,52,57,484,285,199,71171,30718,40453
10,224,1333,"10,224,1333",0,0,0,SUB-DISTRICT,Rangra Chowk,Rural,17416,90284,48240,42044,18081,9268,8813,7659,4095,3564,3640,1966,1674,40186,24854,15332,50098,23386,26712,27446,21394,6052,14334,13317,1017,5410,5127,283,5928,5525,403,238,197,41,2758,2468,290,13112,8077,5035,1831,846,985,9708,6152,3556,381,251,130,1192,828,364,10556,6568,3988,1390,613,777,7893,5079,2814,285,197,88,988,679,309,2556,1509,1047,441,233,208,1815,1073,742,96,54,42,204,149,55,62838,26846,35992
10,224,1334,"10,224,1334",0,0,0,SUB-DISTRICT,Gopalpur,Rural,17917,94952,50606,44346,18193,9340,8853,7660,4095,3565,500,280,220,49450,29790,19660,45502,20816,24686,31593,23347,8246,13603,11372,2231,3720,3391,329,5850,4629,1221,586,467,119,3447,2885,562,17990,11975,6015,2164,1516,648,13304,8775,4529,556,263,293,1966,1421,545,13280,9404,3876,1690,1235,455,9583,6825,2758,426,204,222,1581,1140,441,4710,2571,2139,474,281,193,3721,1950,1771,130,59,71,385,281,104,63359,27259,36100
10,224,1335,"10,224,1335",0,0,0,SUB-DISTRICT,Pirpainti,Rural,53103,285357,152550,132807,51845,26660,25185,29971,16029,13942,40869,21722,19147,132328,81080,51248,153029,71470,81559,101084,71242,29842,47169,38789,8380,10777,9553,1224,24396,19243,5153,1749,1338,411,10247,8655,1592,53915,32453,21462,6954,4111,2843,37877,23054,14823,2604,1253,1351,6480,4035,2445,40458,25607,14851,4938,3324,1614,28726,18276,10450,1559,768,791,5235,3239,1996,13457,6846,6611,2016,787,1229,9151,4778,4373,1045,485,560,1245,796,449,184273,81308,102965
10,224,1336,"10,224,1336",0,0,0,SUB-DISTRICT,Colgong,Rural,63086,329788,176176,153612,61538,31599,29939,46431,24764,21667,16477,8735,7742,156025,95541,60484,173763,80635,93128,101504,80682,20822,55424,48996,6428,12395,11437,958,26663,23179,3484,829,623,206,15537,13757,1780,46080,31686,14394,4603,3362,1241,33541,22139,11402,958,507,451,6978,5678,1300,37514,26822,10692,3920,2990,930,27013,18524,8489,791,434,357,5790,4874,916,8566,4864,3702,683,372,311,6528,3615,2913,167,73,94,1188,804,384,228284,95494,132790
10,224,1337,"10,224,1337",0,0,0,SUB-DISTRICT,Ismailpur,Rural,8228,43440,23285,20155,9332,4865,4467,2541,1365,1176,3,1,2,17232,10885,6347,26208,12400,13808,15293,10587,4706,8659,7005,1654,3113,2492,621,4458,3628,830,257,203,54,831,682,149,6634,3582,3052,1443,864,579,4605,2347,2258,131,54,77,455,317,138,4210,2846,1364,1248,779,469,2573,1796,777,88,35,53,301,236,65,2424,736,1688,195,85,110,2032,551,1481,43,19,24,154,81,73,28147,12698,15449
10,224,1338,"10,224,1338",0,0,0,SUB-DISTRICT,Sabour,Rural,24365,130230,69275,60955,24117,12403,11714,15595,8357,7238,117,63,54,71829,42488,29341,58401,26787,31614,36143,30278,5865,23286,20381,2905,3790,3426,364,6869,5756,1113,702,585,117,11925,10614,1311,12857,9897,2960,1863,1235,628,6210,4887,1323,220,138,82,4564,3637,927,10620,8504,2116,1700,1167,533,5218,4319,899,171,121,50,3531,2897,634,2237,1393,844,163,68,95,992,568,424,49,17,32,1033,740,293,94087,38997,55090
10,224,1339,"10,224,1339",0,0,0,SUB-DISTRICT,Nathnagar,Rural,26916,145696,77339,68357,28178,14542,13636,15820,8377,7443,29,15,14,71414,42872,28542,74282,34467,39815,46131,35195,10936,26220,22493,3727,5749,5104,645,8907,7468,1439,1446,892,554,10118,9029,1089,19911,12702,7209,1624,993,631,11199,6962,4237,1256,807,449,5832,3940,1892,15598,10503,5095,1236,778,458,8736,5853,2883,978,707,271,4648,3165,1483,4313,2199,2114,388,215,173,2463,1109,1354,278,100,178,1184,775,409,99565,42144,57421
10,224,1340,"10,224,1340",0,0,0,SUB-DISTRICT,Sultanganj,Rural,36682,195109,103041,92068,34033,17524,16509,26586,14097,12489,27,17,10,106091,62733,43358,89018,40308,48710,66122,45898,20224,27232,21355,5877,4647,3854,793,10417,7885,2532,1831,1115,716,10337,8501,1836,38890,24543,14347,2789,1978,811,25079,15789,9290,2287,1098,1189,8735,5678,3057,31727,21011,10716,2404,1745,659,20679,13681,6998,1722,936,786,6922,4649,2273,7163,3532,3631,385,233,152,4400,2108,2292,565,162,403,1813,1029,784,128987,57143,71844
10,224,1341,"10,224,1341",0,0,0,SUB-DISTRICT,Shahkund,Rural,35689,188078,100033,88045,34244,17768,16476,25127,13356,11771,29,12,17,96409,57993,38416,91669,42040,49629,69355,47651,21704,30620,24347,6273,5008,4339,669,15060,12043,3017,1881,1295,586,8671,6670,2001,38735,23304,15431,3389,2344,1045,26603,16188,10415,2877,1051,1826,5866,3721,2145,29923,19416,10507,2680,1978,702,20686,13472,7214,1677,804,873,4880,3162,1718,8812,3888,4924,709,366,343,5917,2716,3201,1200,247,953,986,559,427,118723,52382,66341
10,224,1342,"10,224,1342",0,0,0,SUB-DISTRICT,Goradih,Rural,27813,146210,77684,68526,28754,14787,13967,20215,10854,9361,23,12,11,66270,40408,25862,79940,37276,42664,50748,35948,14800,22315,18502,3813,5425,4705,720,10970,9081,1889,708,472,236,5212,4244,968,28433,17446,10987,2703,1983,720,22013,13522,8491,1022,406,616,2695,1535,1160,22390,14478,7912,2232,1668,564,16985,11140,5845,781,313,468,2392,1357,1035,6043,2968,3075,471,315,156,5028,2382,2646,241,93,148,303,178,125,95462,41736,53726
10,204,1032,"10,204,1032",0,0,0,SUB-DISTRICT,Adapur,Rural,39818,203513,107913,95600,43275,22176,21099,22462,11863,10599,1652,832,820,83675,54681,28994,119838,53232,66606,78500,52103,26397,49503,37528,11975,8344,6889,1455,32338,24062,8276,1601,744,857,7220,5833,1387,28997,14575,14422,3151,1606,1545,21443,10789,10654,1205,381,824,3198,1799,1399,25321,13351,11970,2748,1422,1326,19043,10016,9027,819,314,505,2711,1599,1112,3676,1224,2452,403,184,219,2400,773,1627,386,67,319,487,200,287,125013,55810,69203
10,224,1344,"10,224,1344",0,0,0,SUB-DISTRICT,Sonhaula,Rural,35972,192397,101262,91135,37792,19442,18350,23753,12504,11249,3728,1866,1862,84884,52641,32243,107513,48621,58892,78604,48758,29846,25888,19103,6785,5073,4131,942,14152,10120,4032,1190,754,436,5473,4098,1375,52716,29655,23061,5302,3195,2107,38037,22045,15992,3240,1117,2123,6137,3298,2839,39117,23138,15979,4144,2661,1483,28395,17282,11113,1957,645,1312,4621,2550,2071,13599,6517,7082,1158,534,624,9642,4763,4879,1283,472,811,1516,748,768,113793,52504,61289
10,223,1322,"10,223,1322",0,0,0,SUB-DISTRICT,Alauli,Rural,55344,282127,147972,134155,62816,32743,30073,76228,39983,36245,132,66,66,103835,64590,39245,178292,83382,94910,97386,66326,31060,49044,38864,10180,14561,12764,1797,26498,20278,6220,1564,798,766,6421,5024,1397,48342,27462,20880,5669,3522,2147,37591,21382,16209,1818,598,1220,3264,1960,1304,39054,23704,15350,4586,3094,1492,30448,18377,12071,1245,500,745,2775,1733,1042,9288,3758,5530,1083,428,655,7143,3005,4138,573,98,475,489,227,262,184741,81646,103095
10,223,1323,"10,223,1323",0,0,0,SUB-DISTRICT,Khagaria,Rural,65942,331952,176129,155823,67759,35140,32619,55693,29497,26196,81,50,31,146238,88107,58131,185714,88022,97692,110056,79072,30984,60830,51716,9114,12642,11433,1209,29838,24861,4977,2009,1277,732,16341,14145,2196,49226,27356,21870,4333,2146,2187,33915,18239,15676,2073,770,1303,8905,6201,2704,41788,23638,18150,3713,1851,1862,28614,15685,12929,1650,625,1025,7811,5477,2334,7438,3718,3720,620,295,325,5301,2554,2747,423,145,278,1094,724,370,221896,97057,124839
10,223,1324,"10,223,1324",0,0,0,SUB-DISTRICT,Mansi,Rural,17464,88511,47321,41190,17473,9139,8334,12064,6320,5744,54,29,25,43387,26081,17306,45124,21240,23884,27415,21338,6077,17841,15081,2760,4202,3638,564,7857,6445,1412,707,504,203,5075,4494,581,9574,6257,3317,1170,810,360,5805,3707,2098,457,294,163,2142,1446,696,7837,5511,2326,959,725,234,4666,3243,1423,362,258,104,1850,1285,565,1737,746,991,211,85,126,1139,464,675,95,36,59,292,161,131,61096,25983,35113
10,223,1325,"10,223,1325",0,0,0,SUB-DISTRICT,Chautham,Rural,29902,153831,81649,72182,32503,16797,15706,26230,13811,12419,67,37,30,68167,41481,26686,85664,40168,45496,57117,37062,20055,22897,17883,5014,6081,5316,765,12228,9581,2647,709,275,434,3879,2711,1168,34220,19179,15041,3015,1733,1282,26841,15084,11757,1058,393,665,3306,1969,1337,27909,16962,10947,2279,1574,705,22266,13504,8762,754,308,446,2610,1576,1034,6311,2217,4094,736,159,577,4575,1580,2995,304,85,219,696,393,303,96714,44587,52127
10,223,1326,"10,223,1326",0,0,0,SUB-DISTRICT,Beldaur,Rural,40186,200223,105197,95026,44608,23112,21496,30881,16067,14814,81,47,34,79624,48656,30968,120599,56541,64058,72303,47675,24628,34669,27519,7150,11464,10135,1329,17779,13759,4020,994,597,397,4432,3028,1404,37634,20156,17478,5426,2947,2479,27588,15282,12306,1100,299,801,3520,1628,1892,32306,18193,14113,4465,2620,1845,23994,13906,10088,945,260,685,2902,1407,1495,5328,1963,3365,961,327,634,3594,1376,2218,155,39,116,618,221,397,127920,57522,70398
10,223,1327,"10,223,1327",0,0,0,SUB-DISTRICT,Gogri,Rural,55036,279017,148875,130142,55374,28485,26889,23152,12310,10842,139,71,68,141655,84517,57138,137362,64358,73004,92400,68074,24326,53070,44246,8824,13659,11979,1680,25105,20722,4383,1566,890,676,12740,10655,2085,39330,23828,15502,4478,2654,1824,27888,17023,10865,1180,596,584,5784,3555,2229,33698,21218,12480,3693,2370,1323,23998,15192,8806,929,467,462,5078,3189,1889,5632,2610,3022,785,284,501,3890,1831,2059,251,129,122,706,366,340,186617,80801,105816
10,223,1328,"10,223,1328",0,0,0,SUB-DISTRICT,Parbatta,Rural,48843,244066,130138,113928,46141,24194,21947,16335,8677,7658,25,4,21,129138,75868,53270,114928,54270,60658,80920,58458,22462,48671,39750,8921,11530,10450,1080,24507,20233,4274,2123,1122,1001,10511,7945,2566,32249,18708,13541,4905,3002,1903,19474,11569,7905,1910,605,1305,5960,3532,2428,25428,15691,9737,3934,2583,1351,15194,9638,5556,1321,441,880,4979,3029,1950,6821,3017,3804,971,419,552,4280,1931,2349,589,164,425,981,503,478,163146,71680,91466
10,204,1045,"10,204,1045",0,0,0,SUB-DISTRICT,Areraj,Rural,23787,137909,73041,64868,24789,12804,11985,13520,7176,6344,442,232,210,71391,43460,27931,66518,29581,36937,43598,34120,9478,18912,16029,2883,5695,5283,412,7561,5944,1617,724,544,180,4932,4258,674,24686,18091,6595,3165,2703,462,17492,12484,5008,849,418,431,3180,2486,694,21163,15757,5406,2661,2281,380,15013,10875,4138,600,318,282,2889,2283,606,3523,2334,1189,504,422,82,2479,1609,870,249,100,149,291,203,88,94311,38921,55390
10,222,1314,"10,222,1314",0,0,0,SUB-DISTRICT,Begusarai,Rural,54170,278625,148102,130523,52270,27451,24819,46157,24561,21596,290,157,133,132828,80082,52746,145797,68020,77777,89383,68416,20967,54463,45475,8988,10327,9467,860,23245,18420,4825,2680,1903,777,18211,15685,2526,34920,22941,11979,2955,2199,756,22929,14733,8196,1616,614,1002,7420,5395,2025,29728,20281,9447,2645,2040,605,19571,13175,6396,1337,502,835,6175,4564,1611,5192,2660,2532,310,159,151,3358,1558,1800,279,112,167,1245,831,414,189242,79686,109556
10,206,1066,"10,206,1066",0,0,0,SUB-DISTRICT,Sonbarsa,Rural,53039,251248,131668,119580,50613,26151,24462,33019,17277,15742,56,30,26,99402,63565,35837,151846,68103,83743,82443,62938,19505,55040,47594,7446,13453,12242,1211,30875,26302,4573,1299,975,324,9413,8075,1338,27403,15344,12059,3287,1829,1458,19003,10831,8172,1285,439,846,3828,2245,1583,24006,13737,10269,2858,1584,1274,16714,9801,6913,1093,384,709,3341,1968,1373,3397,1607,1790,429,245,184,2289,1030,1259,192,55,137,487,277,210,168805,68730,100075
10,207,1093,"10,207,1093",0,0,0,SUB-DISTRICT,Madhubani,Rural,47256,240786,125446,115340,43477,22378,21099,37371,19323,18048,162,91,71,112114,68377,43737,128672,57069,71603,75241,58031,17210,47505,40705,6800,10959,9814,1145,21991,18055,3936,1213,959,254,13342,11877,1465,27736,17326,10410,3952,2225,1727,18648,11567,7081,985,539,446,4151,2995,1156,23258,14769,8489,3391,1915,1476,15456,9753,5703,745,437,308,3666,2664,1002,4478,2557,1921,561,310,251,3192,1814,1378,240,102,138,485,331,154,165545,67415,98130
10,208,1102,"10,208,1102",0,0,0,SUB-DISTRICT,Basantpur,Rural,36097,182075,94277,87798,38362,19681,18681,35834,18458,17376,428,242,186,81567,49632,31935,100508,44645,55863,60226,42973,17253,37384,29837,7547,10252,9161,1091,21375,15938,5437,512,262,250,5245,4476,769,22842,13136,9706,2759,1722,1037,17749,9647,8102,354,159,195,1980,1608,372,18848,11337,7511,2342,1548,794,14686,8357,6329,229,109,120,1591,1323,268,3994,1799,2195,417,174,243,3063,1290,1773,125,50,75,389,285,104,121849,51304,70545
10,222,1313,"10,222,1313",0,0,0,SUB-DISTRICT,Birpur,Rural,18832,97467,51630,45837,18185,9483,8702,17342,9102,8240,14,8,6,46958,28565,18393,50509,23065,27444,31173,23765,7408,20942,17342,3600,4200,3848,352,8637,6875,1762,2634,1874,760,5471,4745,726,10231,6423,3808,1195,746,449,6418,3772,2646,523,263,260,2095,1642,453,8468,5542,2926,993,641,352,5265,3229,2036,443,240,203,1767,1432,335,1763,881,882,202,105,97,1153,543,610,80,23,57,328,210,118,66294,27865,38429
10,208,1105,"10,208,1105",0,0,0,SUB-DISTRICT,Raghopur,Rural,41516,215643,111153,104490,43846,22508,21338,32229,16559,15670,182,89,93,100401,62460,37941,115242,48693,66549,84284,53366,30918,43736,34159,9577,12309,10457,1852,22925,16636,6289,973,663,310,7529,6403,1126,40548,19207,21341,4594,1933,2661,32626,15277,17349,960,328,632,2368,1669,699,34136,16822,17314,3523,1609,1914,27776,13435,14341,725,273,452,2112,1505,607,6412,2385,4027,1071,324,747,4850,1842,3008,235,55,180,256,164,92,131359,57787,73572
10,210,1127,"10,210,1127",0,0,0,SUB-DISTRICT,Kishanganj,Rural,26558,135352,69551,65801,30178,15242,14936,8439,4283,4156,3849,1993,1856,56561,32946,23615,78791,36605,42186,38596,32350,6246,31770,28192,3578,6846,6467,379,20237,17743,2494,360,264,96,4327,3718,609,6826,4158,2668,628,408,220,5375,3305,2070,186,51,135,637,394,243,5611,3602,2009,545,369,176,4446,2858,1588,88,35,53,532,340,192,1215,556,659,83,39,44,929,447,482,98,16,82,105,54,51,96756,37201,59555
