State,District,Subdistt,T,Town.Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
10,219,1251,"10,219,1251",0,0,0,SUB-DISTRICT,Ishupur,Rural,24110,146822,73894,72928,25874,13448,12426,15358,7858,7500,618,307,311,78700,46985,31715,68122,26909,41213,37544,31039,6505,20330,18023,2307,7458,6887,571,7233,6283,950,885,664,221,4754,4189,565,17214,13016,4198,3235,2425,810,10529,8066,2463,785,533,252,2665,1992,673,11739,9206,2533,2257,1805,452,6796,5444,1352,555,373,182,2131,1584,547,5475,3810,1665,978,620,358,3733,2622,1111,230,160,70,534,408,126,109278,42855,66423
10,219,1252,"10,219,1252",0,0,0,SUB-DISTRICT,Baniapur,Rural,42593,262673,132071,130602,43868,22841,21027,29006,14670,14336,3612,1785,1827,144277,84780,59497,118396,47291,71105,66350,54974,11376,37071,32476,4595,13318,12417,901,14035,11528,2507,1011,765,246,8707,7766,941,29279,22498,6781,4239,3235,1004,20739,15806,4933,859,493,366,3442,2964,478,23776,18558,5218,3202,2525,677,17020,13175,3845,665,349,316,2889,2509,380,5503,3940,1563,1037,710,327,3719,2631,1088,194,144,50,553,455,98,196323,77097,119226
10,219,1253,"10,219,1253",0,0,0,SUB-DISTRICT,Lahladpur,Rural,13068,79969,38558,41411,14438,7375,7063,10466,5143,5323,1669,799,870,45267,25272,19995,34702,13286,21416,17966,15487,2479,8851,8022,829,4661,4341,320,1398,1213,185,334,310,24,2458,2158,300,9115,7465,1650,816,626,190,7391,6104,1287,184,134,50,724,601,123,8251,6937,1314,716,566,150,6739,5723,1016,174,127,47,622,521,101,864,528,336,100,60,40,652,381,271,10,7,3,102,80,22,62003,23071,38932
10,219,1254,"10,219,1254",0,0,0,SUB-DISTRICT,Ekma,Rural,34213,214445,107972,106473,33289,17294,15995,26359,13365,12994,9527,4655,4872,128701,74755,53946,85744,33217,52527,49596,43629,5967,22184,19771,2413,9939,9332,607,3482,2827,655,1261,1053,208,7502,6559,943,27412,23858,3554,1618,1270,348,22874,20480,2394,932,617,315,1988,1491,497,25594,22609,2985,1389,1101,288,21656,19655,2001,821,545,276,1728,1308,420,1818,1249,569,229,169,60,1218,825,393,111,72,39,260,183,77,164849,64343,100506
10,219,1255,"10,219,1255",0,0,0,SUB-DISTRICT,Manjhi,Rural,42128,268073,136520,131553,43633,22671,20962,29740,15361,14379,10381,5172,5209,158322,93335,64987,109751,43185,66566,70981,56196,14785,36875,30921,5954,9590,8461,1129,12430,9968,2462,2006,1377,629,12849,11115,1734,34106,25275,8831,3470,2608,862,21905,16705,5200,1739,1060,679,6992,4902,2090,28218,21506,6712,2619,2067,552,18271,14355,3916,1254,831,423,6074,4253,1821,5888,3769,2119,851,541,310,3634,2350,1284,485,229,256,918,649,269,197092,80324,116768
10,219,1256,"10,219,1256",0,0,0,SUB-DISTRICT,Jalalpur,Rural,28162,174156,88658,85498,28911,14904,14007,26507,13514,12993,4939,2470,2469,99624,59321,40303,74532,29337,45195,48133,37476,10657,19219,16421,2798,6082,5599,483,5810,4744,1066,513,432,81,6814,5646,1168,28914,21055,7859,4980,4056,924,16776,12035,4741,1632,832,800,5526,4132,1394,21352,16233,5119,3959,3288,671,11688,8868,2820,1127,616,511,4578,3461,1117,7562,4822,2740,1021,768,253,5088,3167,1921,505,216,289,948,671,277,126023,51182,74841
10,219,1257,"10,219,1257",0,0,0,SUB-DISTRICT,Revelganj,Rural,12460,80621,41968,38653,13703,7142,6561,11000,5660,5340,1151,615,536,46243,27772,18471,34378,14196,20182,20815,17388,3427,10134,8945,1189,2647,2514,133,2970,2462,508,375,306,69,4142,3663,479,10681,8443,2238,965,716,249,6448,5178,1270,628,380,248,2640,2169,471,8268,6729,1539,692,548,144,4981,4110,871,476,311,165,2119,1760,359,2413,1714,699,273,168,105,1467,1068,399,152,69,83,521,409,112,59806,24580,35226
10,219,1258,"10,219,1258",0,0,0,SUB-DISTRICT,Chapra,Rural,35998,228925,120698,108227,40795,21332,19463,31199,16427,14772,110,56,54,123510,75114,48396,105415,45584,59831,60767,51436,9331,30455,26682,3773,6366,5788,578,10954,9331,1623,1358,1014,344,11777,10549,1228,30312,24754,5558,3607,3026,581,18432,15398,3034,1735,1235,500,6538,5095,1443,24255,20019,4236,3011,2605,406,14195,11997,2198,1346,1001,345,5703,4416,1287,6057,4735,1322,596,421,175,4237,3401,836,389,234,155,835,679,156,168158,69262,98896
10,219,1259,"10,219,1259",0,0,0,SUB-DISTRICT,Nagra,Rural,19473,124028,64086,59942,21663,11326,10337,15142,7765,7377,37,21,16,67586,40822,26764,56442,23264,33178,32267,27513,4754,15027,13375,1652,4029,3674,355,4860,4248,612,564,476,88,5574,4977,597,17240,14138,3102,1871,1442,429,10201,8590,1611,461,338,123,4707,3768,939,13388,11204,2184,1612,1277,335,7732,6681,1051,356,270,86,3688,2976,712,3852,2934,918,259,165,94,2469,1909,560,105,68,37,1019,792,227,91761,36573,55188
10,219,1260,"10,219,1260",0,0,0,SUB-DISTRICT,Marhaura,Rural,36617,235191,119970,115221,41190,21356,19834,25993,13233,12760,223,122,101,123850,74970,48880,111341,45000,66341,63543,51168,12375,34106,29220,4886,10031,9292,739,14688,12374,2314,1720,1277,443,7667,6277,1390,29437,21948,7489,3835,3200,635,20426,14864,5562,1029,815,214,4147,3069,1078,24543,18378,6165,3006,2567,439,17156,12525,4631,829,690,139,3552,2596,956,4894,3570,1324,829,633,196,3270,2339,931,200,125,75,595,473,122,171648,68802,102846
10,219,1261,"10,219,1261",0,0,0,SUB-DISTRICT,Amnour,Rural,32171,200395,101804,98591,35631,18567,17064,24797,12522,12275,56,31,25,105146,63238,41908,95249,38566,56683,55720,44701,11019,28150,24111,4039,10218,9212,1006,10294,8661,1633,1244,954,290,6394,5284,1110,27570,20590,6980,3884,3228,656,19290,14041,5249,853,634,219,3543,2687,856,21759,16463,5296,3041,2530,511,15086,11211,3875,653,479,174,2979,2243,736,5811,4127,1684,843,698,145,4204,2830,1374,200,155,45,564,444,120,144675,57103,87572
10,219,1262,"10,219,1262",0,0,0,SUB-DISTRICT,Maker,Rural,14398,84695,41623,43072,15209,7717,7492,11806,5825,5981,17,5,12,41957,24265,17692,42738,17358,25380,25523,18223,7300,12826,10409,2417,5354,4646,708,4652,3309,1343,292,257,35,2528,2197,331,12697,7814,4883,2161,1308,853,9385,5694,3691,208,141,67,943,671,272,9866,6197,3669,1643,977,666,7342,4561,2781,178,129,49,703,530,173,2831,1617,1214,518,331,187,2043,1133,910,30,12,18,240,141,99,59172,23400,35772
10,219,1263,"10,219,1263",0,0,0,SUB-DISTRICT,Parsa,Rural,24328,155838,80884,74954,27126,14136,12990,20435,10663,9772,81,46,35,80525,49096,31429,75313,31788,43525,44688,35143,9545,16668,14566,2102,6300,5597,703,5129,4499,630,570,494,76,4669,3976,693,28020,20577,7443,5372,3634,1738,19539,14617,4922,545,405,140,2564,1921,643,22266,16750,5516,4125,2963,1162,15573,11862,3711,384,304,80,2184,1621,563,5754,3827,1927,1247,671,576,3966,2755,1211,161,101,60,380,300,80,111150,45741,65409
10,219,1264,"10,219,1264",0,0,0,SUB-DISTRICT,Dariapur,Rural,46687,296164,152224,143940,54893,28643,26250,33852,17283,16569,861,433,428,141803,87089,54714,154361,65135,89226,75081,63793,11288,43716,38929,4787,16793,15525,1268,16992,14954,2038,1348,1125,223,8583,7325,1258,31365,24864,6501,5675,4687,988,20258,16449,3809,928,721,207,4504,3007,1497,25668,20520,5148,4568,3865,703,16217,13371,2846,808,628,180,4075,2656,1419,5697,4344,1353,1107,822,285,4041,3078,963,120,93,27,429,351,78,221083,88431,132652
10,219,1265,"10,219,1265",0,0,0,SUB-DISTRICT,Garkha,Rural,41325,268156,136799,131357,49134,25288,23846,38729,19729,19000,281,138,143,141508,85825,55683,126648,50974,75674,71466,57521,13945,31446,27326,4120,11325,10176,1149,9283,7999,1284,1226,932,294,9612,8219,1393,40020,30195,9825,7026,5629,1397,25366,18908,6458,1570,1010,560,6058,4648,1410,28807,22100,6707,4992,4017,975,18544,13982,4562,1025,724,301,4246,3377,869,11213,8095,3118,2034,1612,422,6822,4926,1896,545,286,259,1812,1271,541,196690,79278,117412
10,219,1266,"10,219,1266",0,0,0,SUB-DISTRICT,Dighwara,Rural,15425,96811,50404,46407,16902,8873,8029,11578,6077,5501,112,65,47,52969,31859,21110,43842,18545,25297,26263,21464,4799,11909,10431,1478,2877,2740,137,3516,2965,551,693,533,160,4823,4193,630,14354,11033,3321,2324,2065,259,8255,6421,1834,1126,434,692,2649,2113,536,11464,9028,2436,1945,1789,156,6539,5157,1382,844,363,481,2136,1719,417,2890,2005,885,379,276,103,1716,1264,452,282,71,211,513,394,119,70548,28940,41608
10,219,1267,"10,219,1267",0,0,0,SUB-DISTRICT,Sonepur,Rural,37472,232340,122925,109415,41772,21929,19843,22400,11759,10641,79,45,34,123305,75307,47998,109035,47618,61417,61619,53394,8225,38200,34236,3964,9712,9043,669,14511,12973,1538,1091,786,305,12886,11434,1452,23419,19158,4261,2455,1906,549,15212,12752,2460,744,510,234,5008,3990,1018,19527,16154,3373,2140,1664,476,12573,10724,1849,616,430,186,4198,3336,862,3892,3004,888,315,242,73,2639,2028,611,128,80,48,810,654,156,170721,69531,101190
10,226,1364,"10,226,1364",0,0,0,SUB-DISTRICT,Sangrampur,Rural,18922,97729,52097,45632,16533,8672,7861,21081,10910,10171,505,262,243,54270,32760,21510,43459,19337,24122,39927,25485,14442,18836,14917,3919,4387,3670,717,9432,7138,2294,531,394,137,4486,3715,771,21091,10568,10523,2468,1203,1265,15326,7966,7360,1293,417,876,2004,982,1022,16088,8895,7193,1825,1007,818,11806,6806,5000,783,282,501,1674,800,874,5003,1673,3330,643,196,447,3520,1160,2360,510,135,375,330,182,148,57802,26612,31190
10,218,1230,"10,218,1230",0,0,0,SUB-DISTRICT,Siwan,Rural,31371,205917,105022,100895,34913,17911,17002,25438,12924,12514,5635,2855,2780,121384,71622,49762,84533,33400,51133,66039,48735,17304,33207,27963,5244,13527,11500,2027,7756,6198,1558,842,493,349,11082,9772,1310,32832,20772,12060,11082,6064,5018,14977,9500,5477,1084,568,516,5689,4640,1049,23434,15607,7827,6834,4010,2824,11292,7314,3978,860,454,406,4448,3829,619,9398,5165,4233,4248,2054,2194,3685,2186,1499,224,114,110,1241,811,430,139878,56287,83591
10,218,1231,"10,218,1231",0,0,0,SUB-DISTRICT,Barharia,Rural,52271,321292,164179,157113,55477,28259,27218,37704,19409,18295,6630,3424,3206,183238,107757,75481,138054,56422,81632,98056,74990,23066,42457,35741,6716,15377,13570,1807,13277,10787,2490,1909,1278,631,11894,10106,1788,55599,39249,16350,9562,6282,3280,35088,24407,10681,1327,888,439,9622,7672,1950,45157,32716,12441,7665,5358,2307,29017,20607,8410,946,654,292,7529,6097,1432,10442,6533,3909,1897,924,973,6071,3800,2271,381,234,147,2093,1575,518,223236,89189,134047
10,218,1232,"10,218,1232",0,0,0,SUB-DISTRICT,Goriakothi,Rural,36982,223709,111167,112542,37862,19462,18400,24454,12334,12120,2750,1396,1354,124837,72177,52660,98872,38990,59882,63323,47013,16310,31766,26472,5294,12339,10816,1523,9818,7610,2208,1053,864,189,8556,7182,1374,31557,20541,11016,5535,3544,1991,20660,12922,7738,923,552,371,4439,3523,916,25382,16688,8694,4650,3012,1638,16306,10224,6082,671,436,235,3755,3016,739,6175,3853,2322,885,532,353,4354,2698,1656,252,116,136,684,507,177,160386,64154,96232
10,218,1233,"10,218,1233",0,0,0,SUB-DISTRICT,Lakri Nabiganj,Rural,21051,128899,63670,65229,22894,11702,11192,12784,6373,6411,2136,1083,1053,68327,39264,29063,60572,24406,36166,35253,27303,7950,20565,17365,3200,9849,8587,1262,6565,5280,1285,473,364,109,3678,3134,544,14688,9938,4750,4976,2936,2040,7299,5128,2171,316,239,77,2097,1635,462,12629,8792,3837,3949,2416,1533,6476,4665,1811,262,204,58,1942,1507,435,2059,1146,913,1027,520,507,823,463,360,54,35,19,155,128,27,93646,36367,57279
10,227,1369,"10,227,1369",0,0,0,SUB-DISTRICT,Chanan*,Rural,17773,107144,55859,51285,21467,10986,10481,18608,9583,9025,1709,853,856,47520,30204,17316,59624,25655,33969,34989,25238,9751,19191,15778,3413,7126,6226,900,8652,6691,1961,341,257,84,3072,2604,468,15798,9460,6338,3251,1662,1589,10849,6722,4127,468,235,233,1230,841,389,13775,8631,5144,2801,1459,1342,9475,6169,3306,394,216,178,1105,787,318,2023,829,1194,450,203,247,1374,553,821,74,19,55,125,54,71,72155,30621,41534
10,218,1235,"10,218,1235",0,0,0,SUB-DISTRICT,Bhagwanpur Hat,Rural,35669,220651,111578,109073,36507,18915,17592,24377,12514,11863,1255,602,653,129542,75296,54246,91109,36282,54827,56417,47690,8727,32335,29356,2979,13448,12601,847,10297,9193,1104,716,630,86,7874,6932,942,24082,18334,5748,5155,3596,1559,14626,10938,3688,537,423,114,3764,3377,387,20173,15655,4518,4021,2876,1145,12548,9564,2984,424,336,88,3180,2879,301,3909,2679,1230,1134,720,414,2078,1374,704,113,87,26,584,498,86,164234,63888,100346
10,218,1236,"10,218,1236",0,0,0,SUB-DISTRICT,Maharajganj,Rural,27580,165935,81731,84204,28648,14763,13885,21099,10479,10620,3683,1806,1877,92980,52986,39994,72955,28745,44210,43938,33853,10085,18713,15859,2854,6907,6242,665,4489,3694,795,627,557,70,6690,5366,1324,25225,17994,7231,4844,3270,1574,15191,10861,4330,951,542,409,4239,3321,918,18747,13925,4822,3457,2494,963,11557,8620,2937,759,426,333,2974,2385,589,6478,4069,2409,1387,776,611,3634,2241,1393,192,116,76,1265,936,329,121997,47878,74119
10,218,1237,"10,218,1237",0,0,0,SUB-DISTRICT,Pachrukhi,Rural,33000,201759,101688,100071,34349,17522,16827,23433,11860,11573,4063,2033,2030,116362,67827,48535,85397,33861,51536,62333,47600,14733,31091,27563,3528,11106,9818,1288,5510,4402,1108,809,704,105,13666,12639,1027,31242,20037,11205,9094,4734,4360,15046,9396,5650,1194,688,506,5908,5219,689,23465,16178,7287,5921,3400,2521,11807,7836,3971,769,491,278,4968,4451,517,7777,3859,3918,3173,1334,1839,3239,1560,1679,425,197,228,940,768,172,139426,54088,85338
10,218,1238,"10,218,1238",0,0,0,SUB-DISTRICT,Hussainganj,Rural,28123,182794,93003,89791,31412,16054,15358,18212,9271,8941,1255,637,618,104521,60926,43595,78273,32077,46196,45517,38983,6534,24310,22202,2108,4950,4546,404,5355,4631,724,728,618,110,13277,12407,870,21207,16781,4426,3028,2172,856,10290,7762,2528,680,486,194,7209,6361,848,16234,13172,3062,2178,1654,524,7946,6178,1768,543,402,141,5567,4938,629,4973,3609,1364,850,518,332,2344,1584,760,137,84,53,1642,1423,219,137277,54020,83257
10,218,1239,"10,218,1239",0,0,0,SUB-DISTRICT,Ziradei,Rural,25117,163752,81467,82285,26220,13559,12661,17491,8832,8659,5560,2799,2761,97001,55406,41595,66751,26061,40690,46153,34989,11164,17925,15307,2618,5167,4734,433,5973,4853,1120,714,457,257,6071,5263,808,28228,19682,8546,7775,5492,2283,13956,9480,4476,931,439,492,5566,4271,1295,20935,15324,5611,6213,4653,1560,9739,6927,2812,578,327,251,4405,3417,988,7293,4358,2935,1562,839,723,4217,2553,1664,353,112,241,1161,854,307,117599,46478,71121
10,218,1240,"10,218,1240",0,0,0,SUB-DISTRICT,Mairwa,Rural,15521,89934,45747,44187,14421,7492,6929,10555,5356,5199,4643,2299,2344,53715,31209,22506,36219,14538,21681,28203,21356,6847,11723,9767,1956,4313,3702,611,3265,2554,711,404,335,69,3741,3176,565,16480,11589,4891,3283,2168,1115,8279,5556,2723,642,451,191,4276,3414,862,13969,10018,3951,2806,1892,914,6853,4703,2150,562,406,156,3748,3017,731,2511,1571,940,477,276,201,1426,853,573,80,45,35,528,397,131,61731,24391,37340
10,218,1241,"10,218,1241",0,0,0,SUB-DISTRICT,Guthani,Rural,21530,128155,64275,63880,20178,10399,9779,20478,10393,10085,5000,2508,2492,76621,44441,32180,51534,19834,31700,32457,27396,5061,17852,16176,1676,7972,7544,428,3928,3480,448,493,423,70,5459,4729,730,14605,11220,3385,2002,1647,355,8938,6357,2581,351,265,86,3314,2951,363,11528,8970,2558,1710,1417,293,7066,5150,1916,293,215,78,2459,2188,271,3077,2250,827,292,230,62,1872,1207,665,58,50,8,855,763,92,95698,36879,58819
10,218,1242,"10,218,1242",0,0,0,SUB-DISTRICT,Darauli,Rural,27111,174357,87634,86723,27237,14111,13126,23690,12062,11628,7427,3622,3805,101622,58906,42716,72735,28728,44007,53663,39342,14321,24766,20683,4083,9258,8326,932,6977,5639,1338,1429,771,658,7102,5947,1155,28897,18659,10238,5940,3999,1941,15437,10090,5347,1519,815,704,6001,3755,2246,21536,14423,7113,3987,2910,1077,11809,7939,3870,1063,592,471,4677,2982,1695,7361,4236,3125,1953,1089,864,3628,2151,1477,456,223,233,1324,773,551,120694,48292,72402
10,218,1243,"10,218,1243",0,0,0,SUB-DISTRICT,Andar,Rural,17691,110027,54471,55556,17572,9158,8414,15603,7834,7769,6298,3104,3194,63934,36489,27445,46093,17982,28111,28520,22559,5961,13517,11929,1588,5538,5001,537,2414,2170,244,427,278,149,5138,4480,658,15003,10630,4373,4244,3239,1005,8475,5662,2813,472,240,232,1812,1489,323,11175,8162,3013,3070,2344,726,6294,4456,1838,328,175,153,1483,1187,296,3828,2468,1360,1174,895,279,2181,1206,975,144,65,79,329,302,27,81507,31912,49595
10,218,1244,"10,218,1244",0,0,0,SUB-DISTRICT,Raghunathpur,Rural,25470,157694,78000,79694,25230,12995,12235,23162,11511,11651,7452,3708,3744,90288,51157,39131,67406,26843,40563,43047,33186,9861,16391,13697,2694,6253,5753,500,4308,3371,937,710,481,229,5120,4092,1028,26656,19489,7167,4378,3451,927,16180,11999,4181,976,591,385,5122,3448,1674,20251,14951,5300,3344,2747,597,12039,9069,2970,734,467,267,4134,2668,1466,6405,4538,1867,1034,704,330,4141,2930,1211,242,124,118,988,780,208,114647,44814,69833
10,218,1245,"10,218,1245",0,0,0,SUB-DISTRICT,Hasanpura,Rural,23488,149580,73069,76511,25645,13117,12528,15947,7953,7994,1795,871,924,84716,47957,36759,64864,25112,39752,37362,29734,7628,21829,19177,2652,9493,8471,1022,4397,3641,756,676,467,209,7263,6598,665,15533,10557,4976,3978,2559,1419,7577,4882,2695,591,330,261,3387,2786,601,12201,8795,3406,3072,2099,973,5844,4039,1805,480,268,212,2805,2389,416,3332,1762,1570,906,460,446,1733,843,890,111,62,49,582,397,185,112218,43335,68883
10,218,1246,"10,218,1246",0,0,0,SUB-DISTRICT,Daraundha,Rural,26822,173200,85712,87488,28876,14932,13944,21031,10519,10512,4933,2422,2511,99328,57283,42045,73872,28429,45443,44309,35484,8825,19548,17267,2281,7193,6468,725,4476,3764,712,631,526,105,7248,6509,739,24761,18217,6544,3397,2741,656,15411,10570,4841,733,505,228,5220,4401,819,19108,14521,4587,2479,2068,411,11923,8498,3425,558,396,162,4148,3559,589,5653,3696,1957,918,673,245,3488,2072,1416,175,109,66,1072,842,230,128891,50228,78663
10,218,1247,"10,218,1247",0,0,0,SUB-DISTRICT,Siswan,Rural,27095,153953,77683,76270,25160,13123,12037,16792,8614,8178,8132,4079,4053,88192,51339,36853,65761,26344,39417,46839,35522,11317,19898,17738,2160,9119,8330,789,4792,4061,731,524,450,74,5463,4897,566,26941,17784,9157,5135,3094,2041,18369,12142,6227,731,396,335,2706,2152,554,20442,14030,6412,3451,2158,1293,14396,9852,4544,445,299,146,2150,1721,429,6499,3754,2745,1684,936,748,3973,2290,1683,286,97,189,556,431,125,107114,42161,64953
10,217,1215,"10,217,1215",0,0,0,SUB-DISTRICT,Katiya,Rural,18102,110637,52338,58299,18038,9113,8925,16896,8098,8798,3423,1595,1828,61382,33721,27661,49255,18617,30638,33977,22333,11644,12294,9499,2795,4860,4022,838,3478,2783,695,637,412,225,3319,2282,1037,21683,12834,8849,4747,3264,1483,13414,7411,6003,1422,850,572,2100,1309,791,15398,9463,5935,3564,2504,1060,9135,5268,3867,934,557,377,1765,1134,631,6285,3371,2914,1183,760,423,4279,2143,2136,488,293,195,335,175,160,76660,30005,46655
10,217,1216,"10,217,1216",0,0,0,SUB-DISTRICT,Bijaipur,Rural,21001,133038,63841,69197,21851,11164,10687,20538,9938,10600,4306,2061,2245,71192,40266,30926,61846,23575,38271,43350,27932,15418,20292,15228,5064,10334,8182,2152,4490,3052,1438,533,420,113,4935,3574,1361,23058,12704,10354,5580,3281,2299,14699,7778,6921,655,309,346,2124,1336,788,17061,9636,7425,4329,2552,1777,10625,5822,4803,500,245,255,1607,1017,590,5997,3068,2929,1251,729,522,4074,1956,2118,155,64,91,517,319,198,89688,35909,53779
10,217,1217,"10,217,1217",0,0,0,SUB-DISTRICT,Bhorey,Rural,27414,178199,86326,91873,31317,15987,15330,22902,11073,11829,6859,3253,3606,93324,53495,39829,84875,32831,52044,55433,36448,18985,27679,20647,7032,11791,9440,2351,9702,6566,3136,1010,666,344,5176,3975,1201,27754,15801,11953,5957,3577,2380,16876,9460,7416,962,460,502,3959,2304,1655,20872,12114,8758,4459,2697,1762,12628,7192,5436,520,306,214,3265,1919,1346,6882,3687,3195,1498,880,618,4248,2268,1980,442,154,288,694,385,309,122766,49878,72888
10,217,1218,"10,217,1218",0,0,0,SUB-DISTRICT,Pach Deuri,Rural,15815,99933,48924,51009,17487,8954,8533,12610,6206,6404,3711,1816,1895,50905,29178,21727,49028,19746,29282,30255,20941,9314,12365,9651,2714,6878,5647,1231,2767,1920,847,378,262,116,2342,1822,520,17890,11290,6600,4254,2910,1344,10490,6342,4148,888,507,381,2258,1531,727,12994,8543,4451,3534,2529,1005,7215,4493,2722,615,354,261,1630,1167,463,4896,2747,2149,720,381,339,3275,1849,1426,273,153,120,628,364,264,69678,27983,41695
10,217,1219,"10,217,1219",0,0,0,SUB-DISTRICT,Kuchaikote,Rural,53348,332041,165651,166390,58563,30001,28562,40957,20506,20451,10895,5361,5534,182854,105684,77170,149187,59967,89220,94155,71910,22245,41713,35445,6268,13747,12284,1463,14504,11577,2927,1147,968,179,12315,10616,1699,52442,36465,15977,8560,6441,2119,35959,23751,12208,1490,1112,378,6433,5161,1272,42948,30636,12312,6454,5026,1428,29932,20348,9584,1192,892,300,5370,4370,1000,9494,5829,3665,2106,1415,691,6027,3403,2624,298,220,78,1063,791,272,237886,93741,144145
10,217,1220,"10,217,1220",0,0,0,SUB-DISTRICT,Phulwaria,Rural,20149,130801,64952,65849,22759,11618,11141,16495,8236,8259,4213,2129,2084,75375,43300,32075,55426,21652,33774,40012,27248,12764,19219,14799,4420,8202,6703,1499,5414,4130,1284,664,396,268,4939,3570,1369,20793,12449,8344,3657,2311,1346,11574,6914,4660,1370,709,661,4192,2515,1677,16064,9961,6103,2963,1897,1066,8477,5364,3113,1035,539,496,3589,2161,1428,4729,2488,2241,694,414,280,3097,1550,1547,335,170,165,603,354,249,90789,37704,53085
10,217,1221,"10,217,1221",0,0,0,SUB-DISTRICT,Hathua,Rural,34102,214648,106875,107773,36114,18659,17455,27884,14155,13729,8002,3969,4033,122999,71161,51838,91649,35714,55935,73534,48527,25007,28138,22583,5555,10943,8965,1978,6987,5062,1925,1182,730,452,9026,7826,1200,45396,25944,19452,11641,6636,5005,27395,14478,12917,1297,701,596,5063,4129,934,32090,19262,12828,6827,4130,2697,20167,11196,8971,983,521,462,4113,3415,698,13306,6682,6624,4814,2506,2308,7228,3282,3946,314,180,134,950,714,236,141114,58348,82766
10,217,1222,"10,217,1222",0,0,0,SUB-DISTRICT,Uchkagaon,Rural,22753,151437,74446,76991,27328,13818,13510,18133,9048,9085,3369,1685,1684,83611,47746,35865,67826,26700,41126,38164,28788,9376,18174,15564,2610,8586,7738,848,4232,3388,844,570,441,129,4786,3997,789,19990,13224,6766,4212,2863,1349,11522,7397,4125,811,545,266,3445,2419,1026,15871,10753,5118,3203,2178,1025,9289,6129,3160,594,412,182,2785,2034,751,4119,2471,1648,1009,685,324,2233,1268,965,217,133,84,660,385,275,113273,45658,67615
10,217,1223,"10,217,1223",0,0,0,SUB-DISTRICT,Thawe,Rural,18138,116106,59014,57092,19851,10114,9737,15544,7924,7620,2967,1495,1472,66838,39012,27826,49268,20002,29266,30153,24203,5950,16351,13648,2703,5324,4566,758,4616,3411,1205,613,492,121,5798,5179,619,13802,10555,3247,2603,2105,498,8412,6199,2213,381,313,68,2406,1938,468,11362,8751,2611,2043,1678,365,7011,5186,1825,293,246,47,2015,1641,374,2440,1804,636,560,427,133,1401,1013,388,88,67,21,391,297,94,85953,34811,51142
10,217,1224,"10,217,1224",0,0,0,SUB-DISTRICT,Gopalganj,Rural,25585,152188,76980,75208,26993,13882,13111,19220,9837,9383,3689,1844,1845,78043,45751,32292,74145,31229,42916,41277,33873,7404,23012,20306,2706,7114,6676,438,8261,6924,1337,927,666,261,6710,6040,670,18265,13567,4698,2560,1944,616,12696,9280,3416,442,266,176,2567,2077,490,14722,11554,3168,2032,1583,449,10253,7962,2291,339,220,119,2098,1789,309,3543,2013,1530,528,361,167,2443,1318,1125,103,46,57,469,288,181,110911,43107,67804
10,217,1225,"10,217,1225",0,0,0,SUB-DISTRICT,Manjha,Rural,32861,199452,97285,102167,37117,18909,18208,26506,12953,13553,3097,1513,1584,103889,58273,45616,95563,39012,56551,55152,40471,14681,29020,23767,5253,12725,10760,1965,8487,6471,2016,974,685,289,6834,5851,983,26132,16704,9428,5240,3004,2236,16000,9838,6162,784,527,257,4108,3335,773,21587,14268,7319,4210,2541,1669,13132,8341,4791,622,444,178,3623,2942,681,4545,2436,2109,1030,463,567,2868,1497,1371,162,83,79,485,393,92,144300,56814,87486
